player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Sincere-Pagle,12/08/19,23:21:26,1575883286-31,[Dragon's Blood Cape],17107,item:17107::::::::60,Offspec/Greed,4,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:11626:849:::::::60:::1::::|h[Blackveil Cape]|h|r,,3,false,Cloth,Back,,Ragnaros
Sincere-Pagle,12/15/19,21:25:52,1576481152-4,[Earthshaker],17073,item:17073::::::::60,Offspec/Greed,0,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:17705:943:::::::60:::11::::|h[Thrash Blade]|h|r,|cff0070dd|Hitem:15806:805:::::::60:::11::::|h[Mirah's Song]|h|r,3,false,Two-Handed Maces,Two-Hand,,Magmadar
Sincere-Pagle,12/15/19,21:49:45,1576482585-9,[Helm of Might],16866,item:16866::::::::60,Offspec/Greed,3,WARRIOR,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:12952::::::1413:974183552:60:::1::::|h[Gyth's Skull of Fire Resistance]|h|r,,3,false,Plate,Head,,Garr
Sincere-Pagle,12/16/19,21:19:40,1576567180-4,[Ring of Binding],18813,item:18813::::::::60,Offspec/Greed,2,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:18500::::::::60:::1::::|h[Tarnished Elven Ring]|h|r,|cff0070dd|Hitem:18500::::::::60:::1::::|h[Tarnished Elven Ring]|h|r,3,false,Miscellaneous,Finger,,Onyxia
Sincere-Pagle,12/22/19,21:19:42,1577085582-0,[Gauntlets of Might],16863,item:16863::::::::60,Offspec/Greed,4,WARRIOR,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:15063:856:::::::60:::::::|h[Devilsaur Gauntlets]|h|r,,3,false,Plate,Hands,,Lucifron
Sincere-Pagle,12/22/19,21:36:42,1577086602-6,[Wristguards of Stability],19146,item:19146::::::::60,Mainspec/Need,5,WARRIOR,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:16735:927:::::::60:::1::::|h[Bracers of Valor]|h|r,,1,false,Leather,Wrist,,Gehennas
Sincere-Pagle,12/22/19,22:17:16,1577089036-0,[Flamewaker Legplates],18861,item:18861::::::::60,Offspec/Greed,3,WARRIOR,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:12935:1843:::::::60:::1::::|h[Warmaster Legguards]|h|r,,3,false,Plate,Legs,,Shazzrah
Sincere-Pagle,1/03/20,20:45:55,1578120355-0,[Belt of Might],16864,item:16864::::::::60,Candidate is not in the instance,1,WARRIOR,Kalimdor-,Unknown,0,1,0,|cff0070dd|Hitem:13142::::::::60:::1::::|h[Brigam Girdle]|h|r,,NOTINRAID,false,Plate,Waist,,Cept-Pagle
Sincere-Pagle,1/03/20,21:10:20,1578121820-0,[Head of Onyxia],18423,item:18423::::::::60,Offspec/Greed,1,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,3,false,Quest,,,Onyxia
Sincere-Pagle,1/03/20,21:10:26,1578121826-1,[Helm of Wrath],16963,item:16963::::::::60,Offspec/Greed,4,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:12587::::::::60:::1::::|h[Eye of Rend]|h|r,,3,false,Plate,Head,,Onyxia
Sincere-Pagle,1/05/20,21:32:35,1578295955-5,[Legplates of Might],16867,item:16867::::::::60,Offspec,1,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:15062::::::::60:::::::|h[Devilsaur Leggings]|h|r,,3,false,Plate,Legs,,Magmadar
Sincere-Pagle,1/05/20,22:41:29,1578300089-1,[Pauldrons of Might],16868,item:16868::::::::60,Offspec,4,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:13405::::::::60:::1::::|h[Wailing Nightbane Pauldrons]|h|r,,3,false,Plate,Shoulder,,Sulfuron Harbinger
Sincere-Pagle,1/05/20,23:10:59,1578301859-10,[Crown of Destruction],18817,item:18817::::::::60,Mainspec (minor upgrade),2,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:12587::::::::60:::1::::|h[Eye of Rend]|h|r,,2,false,Mail,Head,,Ragnaros
Sincere-Pagle,1/12/20,23:27:32,1578907652-22,[Breastplate of Might],16865,item:16865::::::::60,Offspec,3,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:15050:928:::::::60:::::::|h[Black Dragonscale Breastplate]|h|r,,3,false,Plate,Chest,,Golemagg the Incinerator
Sincere-Pagle,1/12/20,23:49:37,1578908977-29,[Legplates of Wrath],16962,item:16962::::::::60,Offspec,3,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:15062::::::::60:::::::|h[Devilsaur Leggings]|h|r,,3,false,Plate,Legs,,Ragnaros
Sincere-Pagle,1/19/20,23:10:38,1579511438-29,[Fireproof Cloak],18811,item:18811::::::::60,Offspec,5,WARRIOR,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:13340:849:::::::60:::1::::|h[Cape of the Black Baron]|h|r,,3,false,Cloth,Back,Greed roll for FR only,Majordomo Executus
Sincere-Pagle,1/26/20,22:19:54,1580113194-1,[Drillborer Disk],17066,item:17066::::::::60,Offspec,3,WARRIOR,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:15806:805:::::::60:::11::::|h[Mirah's Song]|h|r,,3,false,Shields,Off Hand,,Garr
Sincere-Pagle,2/02/20,19:30:37,1580729437-3,[Quick Strike Ring],18821,item:18821::::::::60,Mainspec (major upgrade),3,WARRIOR,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:18500::::::::60:::1::::|h[Tarnished Elven Ring]|h|r,|cff0070dd|Hitem:18399::::::::60:::11::::|h[Ocean's Breeze]|h|r,1,false,Miscellaneous,Finger,,Baron Geddon
Babyheals-Pagle,1/20/20,23:02:02,1579597322-6,[Boots of Prophecy],16811,item:16811::::::::60,Offline or RCLootCouncil not installed,0,PRIEST,Molten Core-40 Player,Shazzrah,9,409,40,,,NOTHING,false,Cloth,Feet,,Shazzrah
Babyheals-Pagle,1/20/20,23:40:59,1579599659-11,[Girdle of Prophecy],16817,item:16817::::::::60,Offline or RCLootCouncil not installed,0,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,,,NOTHING,false,Cloth,Waist,,Sulfuron Harbinger
Pennyta-Pagle,1/10/20,22:04:01,1578729841-4,[Cenarion Leggings],16835,item:16835::::::::60,Mainspec/Need,0,DRUID,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:16719::::::::60:::1::::|h[Wildheart Kilt]|h|r,,1,false,Leather,Legs,,Magmadar
Pennyta-Pagle,1/11/20,00:11:14,1578737474-20,[Cenarion Bracers],16830,item:16830::::::::60,Mainspec/Need,0,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:18525::::::::60:::1::::|h[Bracers of Prosperity]|h|r,,1,false,Leather,Wrist,,Shazzrah
Pennyta-Pagle,1/12/20,21:41:32,1578901292-3,[Ring of Binding],18813,item:18813::::::::60,Mainspec (major upgrade),1,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:13345::::::::60:::1::::|h[Seal of Rivendare]|h|r,|cff0070dd|Hitem:13345::::::::60:::1::::|h[Seal of Rivendare]|h|r,1,false,Miscellaneous,Finger,,Onyxia
Tabberts-Pagle,11/17/19,21:51:42,1574063502-5,[Striker's Mark],17069,item:17069::::::::60,Mainspec/Need,3,ROGUE,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:18323::::::::60:::1::::|h[Satyr's Bow]|h|r,,1,false,Bows,Ranged,,Magmadar
Tabberts-Pagle,11/18/19,22:41:29,1574152889-3,[Bloodfang Pants],16909,item:16909::::::::60,Mainspec/Need,4,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:15062:1843:::::::60:::::::|h[Devilsaur Leggings]|h|r,,1,false,Leather,Legs,,Ragnaros
Tabberts-Pagle,11/25/19,22:35:44,1574757344-13,[Perdition's Blade],18816,item:18816::::::::60,Mainspec/Need,3,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:18805:1897:::::::60:::::::|h[Core Hound Tooth]|h|r,|cff0070dd|Hitem:13368:1900:::::::60:::1::::|h[Bonescraper]|h|r,1,false,Daggers,One-Hand,,Ragnaros
Tabberts-Pagle,12/02/19,18:15:13,1575368113-2,[Head of Onyxia],18423,item:18423::::::::60,Mainspec/Need,4,ROGUE,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Tabberts-Pagle,12/08/19,20:59:26,1575874766-0,[Nightslayer Belt],16827,item:16827::::::::60,Mainspec/Need,5,ROGUE,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:18505::::::::60:::1::::|h[Mugger's Belt]|h|r,,1,false,Leather,Waist,,Axekiller-Pagle
Tabberts-Pagle,12/23/19,21:10:37,1577171437-1,[Bloodfang Hood],16908,item:16908::::::::60,Mainspec/Need,3,ROGUE,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:12587:1508:::::::60:::1::::|h[Eye of Rend]|h|r,,1,false,Leather,Head,,Onyxia
Tabberts-Pagle,12/29/19,21:50:04,1577692204-11,[Nightslayer Cover],16821,item:16821::::::::60,Offspec/Greed,3,ROGUE,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:16908::::::::60:::::::|h[Bloodfang Hood]|h|r,,3,false,Leather,Head,,Garr
Tabberts-Pagle,1/05/20,23:11:34,1578301894-11,[Dragon's Blood Cape],17107,item:17107::::::::60,Offspec,1,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:12905:2463:::::::60:::1::::|h[Wildfire Cape]|h|r,,3,false,Cloth,Back,,Ragnaros
Tabberts-Pagle,1/19/20,23:04:29,1579511069-27,[Nightslayer Chestpiece],16820,item:16820::::::::60,Mainspec (major upgrade),3,ROGUE,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:12603:928:::::::60:::1::::|h[Nightbrace Tunic]|h|r,,1,false,Leather,Chest,,Golemagg the Incinerator
Tabberts-Pagle,1/26/20,21:54:08,1580111648-6,[Nightslayer Pants],16822,item:16822::::::::60,Teir Bonus/Completion,3,ROGUE,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:16909:1508:::::::60:::::::|h[Bloodfang Pants]|h|r,,4,false,Leather,Legs,,Magmadar
Tabberts-Pagle,2/02/20,19:30:42,1580729442-4,[Pattern: Core Armor Kit],18252,item:18252::::::::60,Mainspec (major upgrade),2,ROGUE,Molten Core-40 Player,Baron Geddon,9,409,40,,,1,false,Leatherworking,,,Baron Geddon
Hanstrasz-Pagle,11/17/19,22:11:34,1574064694-7,[Ring of Spell Power],19147,item:19147::::::::60,Mainspec/Need,5,MAGE,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:18103::::::::60:::1::::|h[Band of Rumination]|h|r,|cff0070dd|Hitem:12543::::::::60:::11::::|h[Songstone of Ironforge]|h|r,1,false,Miscellaneous,Finger,,Gehennas
Hanstrasz-Pagle,11/24/19,23:21:38,1574673698-10,[Arcanist Bindings],16799,item:16799::::::::60,Mainspec/Need,3,MAGE,Molten Core-40 Player,Shazzrah,9,409,40,|cff1eff00|Hitem:14279::::::1962:1611555200:60:::::::|h[Opulent Bracers of Frozen Wrath]|h|r,,1,false,Cloth,Wrist,,Shazzrah
Hanstrasz-Pagle,12/08/19,23:23:06,1575883386-34,[Netherwind Pants],16915,item:16915::::::::60,Mainspec/Need,4,MAGE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13170::::::::60:::1::::|h[Skyshroud Leggings]|h|r,,1,false,Cloth,Legs,,Ragnaros
Hanstrasz-Pagle,12/22/19,22:17:22,1577089042-1,[Arcanist Gloves],16801,item:16801::::::::60,Offspec/Greed,4,MAGE,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:13253:930:::::::60:::1::::|h[Hands of Power]|h|r,,3,false,Cloth,Hands,,Shazzrah
Hanstrasz-Pagle,12/29/19,21:25:53,1577690753-5,[Talisman of Ephemeral Power],18820,item:18820::::::::60,Offspec/Greed,2,MAGE,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:12930::::::::60:::1::::|h[Briarwood Reed]|h|r,|cff0070dd|Hitem:13968::::::::60:::11::::|h[Eye of the Beast]|h|r,3,false,Miscellaneous,Trinket,,Magmadar
Hanstrasz-Pagle,1/19/20,23:04:22,1579511062-26,[Azuresong Mageblade],17103,item:17103::::::::60,Mainspec (major upgrade),3,MAGE,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:13964::::::::60:::1::::|h[Witchblade]|h|r,,1,false,One-Handed Swords,Main Hand,,Golemagg the Incinerator
Jamag-Pagle,1/20/20,23:34:28,1579599268-9,[Crimson Shocker],17077,item:17077::::::::60,Offline or RCLootCouncil not installed,0,MAGE,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,,,NOTHING,false,Wands,,,Sulfuron Harbinger
Jeck-Pagle,11/18/19,23:14:05,1574154845-9,[Nemesis Skullcap],16929,item:16929::::::::60,Mainspec/Need,4,WARLOCK,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff1eff00|Hitem:14111::::::::60:::::::|h[Felcloth Hood]|h|r,,1,false,Cloth,Head,,Onyxia
Jeck-Pagle,12/08/19,22:43:21,1575881001-22,[Felheart Bracers],16804,item:16804::::::::60,Mainspec/Need,4,WARLOCK,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:18709::::::::60:::::::|h[Arena Wristguards]|h|r,,1,false,Cloth,Wrist,,Sulfuron Harbinger
Jeck-Pagle,12/22/19,22:04:33,1577088273-1,[Seal of the Archmagus],17110,item:17110::::::::60,Offspec/Greed,3,WARLOCK,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:18315::::::::60:::1::::|h[Ring of Demonic Potency]|h|r,|cff0070dd|Hitem:12543::::::::60:::11::::|h[Songstone of Ironforge]|h|r,3,false,Miscellaneous,Finger,,Baron Geddon
Jeck-Pagle,12/29/19,21:18:22,1577690302-2,[Felheart Gloves],16805,item:16805::::::::60,Mainspec/Need,4,WARLOCK,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:18407::::::::60:::::::|h[Felcloth Gloves]|h|r,,1,false,Cloth,Hands,,Lucifron
Jeck-Pagle,12/29/19,22:57:14,1577696234-25,[Felheart Robes],16809,item:16809::::::::60,Mainspec/Need,4,WARLOCK,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:11924::::::::60:::1::::|h[Robes of the Royal Crown]|h|r,,1,false,Cloth,Chest,,Golemagg the Incinerator
Jeck-Pagle,12/29/19,22:57:28,1577696248-26,[Staff of Dominance],18842,item:18842::::::::60,Mainspec/Need,4,WARLOCK,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:17719::::::::60:::1::::|h[Inventor's Focal Sword]|h|r,|cff1eff00|Hitem:9944::::::1849:922175104:60:::1::::|h[Abjurer's Crystal of Shadow Wrath]|h|r,1,false,Staves,Two-Hand,,Golemagg the Incinerator
Jeck-Pagle,1/05/20,21:31:09,1578295869-4,[Felheart Pants],16810,item:16810::::::::60,Mainspec (major upgrade),3,WARLOCK,Molten Core-40 Player,Magmadar,9,409,40,|cff1eff00|Hitem:14107::::::::60:::::::|h[Felcloth Pants]|h|r,,1,false,Cloth,Legs,,Magmadar
Jeck-Pagle,1/12/20,22:36:33,1578904593-12,[Felheart Horns],16808,item:16808::::::::60,Teir Bonus/Completion,3,WARLOCK,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:16929::::::::60:::::::|h[Nemesis Skullcap]|h|r,,4,false,Cloth,Head,,Garr
Jeck-Pagle,1/26/20,22:31:35,1580113895-4,[Felheart Shoulder Pads],16807,item:16807::::::::60,Teir Bonus/Completion,3,WARLOCK,Molten Core-40 Player,Baron Geddon,9,409,40,|cff1eff00|Hitem:10172::::::1854:1478511744:60:::::::|h[Mystical Mantle of Shadow Wrath]|h|r,,4,false,Cloth,Shoulder,,Baron Geddon
Blynn-Pagle,1/20/20,23:34:01,1579599241-8,[Giantstalker's Epaulets],16848,item:16848::::::::60,Offline or RCLootCouncil not installed,0,HUNTER,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,,,NOTHING,false,Mail,Shoulder,,Sulfuron Harbinger
Blynn-Pagle,1/20/20,23:44:15,1579599855-12,[Giantstalker's Breastplate],16845,item:16845::::::::60,Offline or RCLootCouncil not installed,0,HUNTER,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,,,NOTHING,false,Mail,Chest,,Golemagg the Incinerator
Embergosa-Pagle,11/17/19,23:52:54,1574070774-19,[Arcanist Robes],16798,item:16798::::::::60,Offspec/Greed,4,MAGE,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:14152:928:::::::60:::::::|h[Robe of the Archmage]|h|r,,2,false,Cloth,Chest,,Golemagg the Incinerator
Embergosa-Pagle,1/05/20,22:11:25,1578298285-15,[Arcanist Gloves],16801,item:16801::::::::60,Mainspec (minor upgrade),5,MAGE,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:18693::::::::60:::1::::|h[Shivery Handwraps]|h|r,,2,false,Cloth,Hands,,Shazzrah
Reedrogue-Pagle,1/11/20,00:40:36,1578739236-26,[Quick Strike Ring],18821,item:18821::::::::60,Mainspec/Need,0,ROGUE,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff1eff00|Hitem:12004::::::307:1783245184:60:::1::::|h[Obsidian Band of Strength]|h|r,|cff0070dd|Hitem:9533::::::::60:::11::::|h[Masons Fraternity Ring]|h|r,1,false,Miscellaneous,Finger,,Golemagg the Incinerator
Tygrek-Pagle,1/20/20,22:45:59,1579596359-2,[Flameguard Gauntlets],19143,item:19143::::::::60,Offline or RCLootCouncil not installed,0,WARRIOR,Molten Core-40 Player,Baron Geddon,9,409,40,,,NOTHING,false,Plate,Hands,,Baron Geddon
Barronn-Pagle,11/17/19,23:40:23,1574070023-16,[Giantstalker's Epaulets],16848,item:16848::::::::60,Mainspec/Need,3,HUNTER,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:12927::::::::60:::1::::|h[Truestrike Shoulders]|h|r,,1,false,Mail,Shoulder,,Sulfuron Harbinger
Barronn-Pagle,11/24/19,21:43:56,1574667836-2,[Tome of Tranquilizing Shot],16665,item:16665::::::::60,Mainspec/Need,2,HUNTER,Molten Core-40 Player,Lucifron,9,409,40,,,1,false,Book,,,Lucifron
Barronn-Pagle,11/24/19,23:44:23,1574675063-16,[Shadowstrike],17074,item:17074::::::::60,Minor Upgrade,0,HUNTER,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:18737::::::::60:::1::::|h[Bone Slicing Hatchet]|h|r,|cff1eff00|Hitem:18347::::::::60:::1::::|h[Well Balanced Axe]|h|r,2,false,Polearms,Two-Hand,,Sulfuron Harbinger
Barronn-Pagle,11/25/19,00:13:46,1574676826-22,[Ancient Petrified Leaf],18703,item:18703::::::::60,Mainspec/Need,3,HUNTER,Molten Core-40 Player,Majordomo Executus,9,409,40,,,1,false,Quest,,,Majordomo Executus
Barronn-Pagle,12/01/19,18:55:53,1575284153-12,[Giantstalker's Helmet],16846,item:16846::::::::60,Mainspec/Need,3,HUNTER,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:18325::::::::60:::1::::|h[Felhide Cap]|h|r,,1,false,Mail,Head,,Garr
Barronn-Pagle,12/08/19,21:33:49,1575876829-10,[Giantstalker's Boots],16849,item:16849::::::::60,Mainspec/Need,3,HUNTER,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:16675::::::::60:::1::::|h[Beaststalker's Boots]|h|r,,1,false,Mail,Feet,,Gehennas
Barronn-Pagle,12/09/19,22:29:16,1575966556-2,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Mainspec/Need,0,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Axekiller-Pagle
Barronn-Pagle,1/05/20,22:04:39,1578297879-13,[Giantstalker's Belt],16851,item:16851::::::::60,Mainspec (major upgrade),4,HUNTER,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:18393::::::::60:::1::::|h[Warpwood Binding]|h|r,,1,false,Mail,Waist,,Baron Geddon
Barronn-Pagle,1/05/20,23:11:46,1578301906-12,[Dragonstalker's Legguards],16938,item:16938::::::::60,Mainspec (major upgrade),2,HUNTER,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:12903::::::::60:::11::::|h[Legguards of the Chromatic Defier]|h|r,,1,false,Mail,Legs,,Ragnaros
Barronn-Pagle,1/06/20,21:10:37,1578381037-0,[Dragonstalker's Helm],16939,item:16939::::::::60,Mainspec (major upgrade),3,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:16846::::::::60:::::::|h[Giantstalker's Helmet]|h|r,,1,false,Mail,Head,,Onyxia
Barronn-Pagle,1/12/20,22:57:03,1578905823-17,[Giantstalker's Gloves],16852,item:16852::::::::60,Mainspec (major upgrade),4,HUNTER,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:13963::::::::60:::11::::|h[Voone's Vice Grips]|h|r,,1,false,Mail,Hands,,Shazzrah
Barronn-Pagle,1/12/20,23:14:22,1578906862-19,[Giantstalker's Bracers],16850,item:16850::::::::60,Mainspec (major upgrade),3,HUNTER,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:13211::::::::60:::1::::|h[Slashclaw Bracers]|h|r,,1,false,Mail,Wrist,,Shazzrah
Barronn-Pagle,2/02/20,18:11:13,1580724673-4,[Head of Onyxia],18423,item:18423::::::::60,Mainspec (major upgrade),1,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Barronn-Pagle,2/02/20,20:35:18,1580733318-11,[Core Hound Tooth],18805,item:18805::::::::60,Mainspec (major upgrade),0,HUNTER,Molten Core-40 Player,Majordomo Executus,9,409,40,"|cffa335ee|Hitem:18715::::::::60:::::::|h[Lok'delar, Stave of the Ancient Keepers]|h|r",,1,false,Daggers,One-Hand,,Majordomo Executus
Gingerbread-Pagle,11/18/19,22:42:05,1574152925-5,[Onslaught Girdle],19137,item:19137::::::::60,Mainspec/Need,3,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13959::::::::60:::11::::|h[Omokk's Girth Restrainer]|h|r,,1,false,Plate,Waist,,Ragnaros
Gingerbread-Pagle,11/18/19,23:14:19,1574154859-10,[Eskhandar's Collar],18205,item:18205::::::::60,Offspec/Greed,3,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:15411::::::::60:::11::::|h[Mark of Fordring]|h|r,,2,false,Miscellaneous,Neck,,Onyxia
Gingerbread-Pagle,12/01/19,18:46:12,1575283572-9,[Belt of Might],16864,item:16864::::::::60,Offspec/Greed,2,WARRIOR,Molten Core-40 Player,Gehennas,9,409,40,|cffa335ee|Hitem:19137::::::::60:::::::|h[Onslaught Girdle]|h|r,,3,false,Plate,Waist,,Gehennas
Gingerbread-Pagle,12/01/19,20:38:41,1575290321-31,[Perdition's Blade],18816,item:18816::::::::60,Mainspec/Need,5,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:12940:1900:::::::60:::1::::|h[Dal'Rend's Sacred Charge]|h|r,|cff0070dd|Hitem:12939:1900:::::::60:::1::::|h[Dal'Rend's Tribal Guardian]|h|r,1,false,Daggers,One-Hand,,Ragnaros
Gingerbread-Pagle,12/08/19,21:46:30,1575877590-12,[Aged Core Leather Gloves],18823,item:18823::::::::60,Mainspec/Need,4,WARRIOR,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:15063:904:::::::60:::::::|h[Devilsaur Gauntlets]|h|r,,1,false,Leather,Hands,,Garr
Gingerbread-Pagle,12/08/19,22:48:37,1575881317-25,[Blastershot Launcher],17072,item:17072::::::::60,Mainspec/Need,4,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:18323::::::::60:::1::::|h[Satyr's Bow]|h|r,,1,false,Guns,,,Golemagg the Incinerator
Gingerbread-Pagle,12/13/19,22:05:10,1576310710-0,[Head of Onyxia],18423,item:18423::::::::60,Mainspec/Need,2,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Gingerbread-Pagle,1/05/20,21:51:15,1578297075-8,[Gutgore Ripper],17071,item:17071::::::::60,Mainspec (minor upgrade),3,WARRIOR,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:12940:1900:::::::60:::1::::|h[Dal'Rend's Sacred Charge]|h|r,|cffa335ee|Hitem:18816:1900:::::::60:::::::|h[Perdition's Blade]|h|r,2,false,Daggers,One-Hand,,Garr
Gingerbread-Pagle,1/12/20,23:38:30,1578908310-25,[Core Hound Tooth],18805,item:18805::::::::60,Mainspec (major upgrade),3,WARRIOR,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:18816:1900:::::::60:::::::|h[Perdition's Blade]|h|r,|cffa335ee|Hitem:17071:1900:::::::60:::::::|h[Gutgore Ripper]|h|r,1,false,Daggers,One-Hand,,Majordomo Executus
Vindra-Pagle,11/24/19,23:56:54,1574675814-17,[Giantstalker's Breastplate],16845,item:16845::::::::60,Mainspec/Need,2,HUNTER,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:18530::::::::60:::1::::|h[Ogre Forged Hauberk]|h|r,,1,false,Mail,Chest,,Golemagg the Incinerator
Axekiller-Pagle,11/24/19,21:54:20,1574668460-3,[Flamewaker Legplates],18861,item:18861::::::::60,Offspec/Greed,2,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:15062:1506:::::::60:::::::|h[Devilsaur Leggings]|h|r,,3,false,Plate,Legs,,Magmadar
Axekiller-Pagle,12/08/19,21:28:53,1575876533-7,[Belt of Might],16864,item:16864::::::::60,Offspec/Greed,3,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:13142::::::::60:::1::::|h[Brigam Girdle]|h|r,,3,false,Plate,Waist,,Axekiller-Pagle
Axekiller-Pagle,12/08/19,22:39:10,1575880750-21,[Pauldrons of Might],16868,item:16868::::::::60,Mainspec/Need,3,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:13405::::::::60:::1::::|h[Wailing Nightbane Pauldrons]|h|r,,1,false,Plate,Shoulder,,Sulfuron Harbinger
Axekiller-Pagle,12/08/19,22:49:01,1575881341-26,[Breastplate of Might],16865,item:16865::::::::60,Mainspec/Need,4,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:11726:928:::::::60:::1::::|h[Savage Gladiator Chain]|h|r,,1,false,Plate,Chest,,Golemagg the Incinerator
